rank,query_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143
2,70,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.333333,1.7852816281768447,1.0,296.0,0.0,15.0,4.0,315.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0017852816281768449,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,8.0,3570.56325635369,0.0,0.333333,0.0,3.333333,8.0,0.0,0.222222,0.0,10.888889,0.030405,0.0,0.066667,4.5489903089591195,0.031746,0.003378,0.0,0.0,0.0,0.003175,0.023649,0.0,0.066667,0.0,0.025397,0.010135,0.0,0.022222,0.0,0,0,0.0,0.000988,0.0,0.00011,37.413744,0.0,1,0.0,41.915252,2.90409,0.0,0.0,0.0,2.90327,31.542626,0.0,8.297768,0.0,36.045591,12.471248,0.0,2.765923,0.0,13.971751,181.859396,0.0,15.300658,0.0,243.627877,1.0,0.0,0.0,0.0,1.0,0,0.0,0.624976,0.0,0.804746,22.74104,0.0,5.25726,0.0,22.830945,-17.564636,-20.623716,-23.634962,-25.417894,-17.602639,-20.891917,-25.540216,-26.107281,-29.238994,-20.786245,-15.43442,-23.417102,-25.982987,-28.211659,-15.487153,2.0,14.0,4773.0,0.0,63840.0,39394.0,3.0,4.0,0.0,0.0,0.0,0.0,0.814366,8.297768,0.0,0.010582,9.1e-05,9.0,3.0
1,70,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.789532298720123,1.0,507.0,0.0,1.0,4.0,512.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0017895322987201232,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,20.0,3579.0645974402464,0.0,0.0,0.0,10.0,50.0,0.0,0.0,0.0,50.0,0.059172,0.0,0.0,5.855850699477625,0.058594,0.009862,0.0,0.0,0.0,0.009766,0.039448,0.0,0.0,0.0,0.039063,0.019724,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.000191,119.477377,0.0,1,0.0,119.462281,14.520448,0.0,0.0,0.0,14.516352,90.121789,0.0,0.0,0.0,90.113977,39.825792,0.0,0.0,0.0,39.82076,1264.860164,0.0,0.0,0.0,1264.720425,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.8667,29.819721,0.0,0.0,0.0,29.862599,-12.79925,-20.623716,-24.119959,-25.417894,-12.828677,-17.183154,-25.540216,-26.126574,-29.238994,-17.189623,-12.78463,-23.417102,-26.60708,-28.211659,-12.814062,2.0,15.0,30.0,0.0,52403.0,18755.0,2.0,6.0,0.0,0.0,0.0,0.0,0.86668,0.0,0.0,0.019531,0.000195,30.0,10.0
0,70,3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.333333,1.793782969263401,1.0,1172.0,0.0,4.0,9.0,1185.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0017937829692634014,0.0,1.0,1.0,30.0,1.0,0.0,0.0,0.0,1.0,26.0,0.0,1.0,1.0,28.0,3587.5659385268027,0.0,0.333333,0.333333,10.0,138.888889,0.0,0.222222,0.222222,162.0,0.023891,0.0,0.25,5.189551887362686,0.025316,0.000853,0.0,0.0,0.0,0.000844,0.022184,0.0,0.25,0.111111,0.023629,0.007964,0.0,0.083333,0.037037,0,0,0.0,0.013889,0.002743,0.000115,123.029444,0.0,1,9.041577,132.029229,2.90409,0.0,0.0,0.0,2.90327,117.158326,0.0,8.297768,9.041577,126.159568,41.009815,0.0,2.765923,3.013859,44.009743,2899.298565,0.0,15.300658,18.166692,3374.297545,1.0,0.0,0.0,0.0,1.0,0,0.0,0.624976,0.614519,0.752773,18.751733,0.0,11.286753,8.797611,18.916618,-20.153562,-20.623716,-21.867701,-24.780795,-20.110663,-20.555157,-25.540216,-26.090859,-28.251889,-20.495618,-18.230859,-23.417102,-24.661282,-27.574298,-18.189729,4.0,46.0,2.0,0.0,5189.0,60008.0,3.0,1.0,0.0,0.0,0.0,0.111111,0.754415,8.297768,0.333333,0.008439,0.000101,28.0,9.333333
0,70,1.0,0.0,0.0,0.0,1.0,0.333333,0.0,0.0,1.7980336398066794,0.333333,19.0,0.0,3.0,4.0,26.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0017980336398066795,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3596.067279613359,0.0,0.0,0.0,0.666667,0.888889,0.0,0.0,0.0,0.888889,0.105263,0.0,0.0,6.035172818788152,0.076923,0.0,0.0,0.0,0.0,0.0,0.105263,0.0,0.0,0.0,0.076923,0.035088,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.001315,9.012179,0.0,1,0.0,9.011398,0.0,0.0,0.0,0.0,0.0,9.012179,0.0,0.0,0.0,9.011398,3.00406,0.0,0.0,0.0,3.003799,18.048749,0.0,0.0,0.0,18.04562,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.730379,12.390948,0.0,0.0,0.0,12.315503,-22.260761,-20.623716,-24.119959,-25.417894,-22.741967,-25.30116,-25.540216,-26.126574,-29.238994,-25.324581,-25.354579,-23.417102,-26.60708,-28.211659,-25.681298,1.0,22.0,0.0,0.0,1498.0,84.0,86.0,71.0,0.0,1.0,4.0,0.0,0.73033,0.0,0.0,0.025641,0.002462,2.0,0.666667
2,70,3.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.8022843103499575,1.0,345.0,0.0,5.0,5.0,355.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018022843103499577,0.0,3.0,0.0,31.0,5.0,0.0,1.0,0.0,6.0,14.0,0.0,1.0,0.0,15.0,3604.5686206999158,0.0,1.0,0.0,10.333333,13.555556,0.0,0.0,0.0,13.555556,0.081159,0.0,0.6,5.690935035960382,0.087324,0.014493,0.0,0.2,0.0,0.016901,0.04058,0.0,0.2,0.0,0.042254,0.027053,0.0,0.2,0.0,0,0,0.0,0.0,0.0,0.000108,104.308951,0.0,1,0.0,114.669009,14.520448,0.0,7.05165,0.0,17.419623,63.085252,0.0,8.297768,0.0,67.585483,34.76965,0.0,7.648151,0.0,38.223003,425.623439,0.0,0.260213,0.0,456.064678,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.953124,31.484407,0.0,28.262661,0.0,31.959042,-11.363535,-20.623716,-8.437478,-25.417894,-11.054567,-16.769828,-25.540216,-22.376838,-29.238994,-16.434857,-11.399739,-23.417102,-5.144264,-28.211659,-11.128929,2.0,29.0,236.0,0.0,3750.0,3070.0,2.0,3.0,0.0,0.0,0.0,0.0,0.944734,22.944452,0.0,0.029108,0.000114,28.0,9.333333
0,70,3.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,1.8065349808932358,1.0,101.0,0.0,3.0,7.0,111.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.001806534980893236,0.0,3.0,2.0,15.0,3.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,1.0,5.0,3613.069961786472,0.0,1.0,0.666667,5.0,0.222222,0.0,0.0,0.222222,0.0,0.09901,0.0,1.0,5.266907391392129,0.135135,0.029703,0.0,0.333333,0.0,0.045045,0.039604,0.0,0.333333,0.142857,0.045045,0.033003,0.0,0.333333,0.095238,0,0,0.0,0.0,0.004535,0.0,35.63771,0.0,1,16.407554,51.876798,8.712269,0.0,7.05165,0.0,14.516352,18.024358,0.0,8.297768,8.447779,22.528494,11.879237,0.0,7.648151,5.469185,17.292266,18.887198,0.0,0.260213,14.995681,13.725643,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.788902,1.0,29.774192,0.0,34.842132,18.340979,31.520255,-10.980794,-20.623716,-6.906103,-17.780766,-9.749891,-19.221501,-25.540216,-22.373844,-26.208019,-18.045773,-10.577082,-23.417102,-3.61184,-17.530495,-9.615789,2.0,31.0,2.0,0.0,18012.0,3822.0,53.0,10.0,0.0,0.0,0.0,0.285714,0.990179,22.944452,0.666667,0.045045,2.2e-05,10.0,3.333333
1,70,3.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,1.810785651436514,1.0,223.0,0.0,3.0,7.0,233.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018107856514365142,0.0,3.0,2.0,19.0,4.0,0.0,1.0,0.0,5.0,6.0,0.0,1.0,2.0,9.0,3621.5713028730283,0.0,1.0,0.666667,6.333333,0.888889,0.0,0.0,0.888889,3.555556,0.06278,0.0,1.0,7.3400572308336205,0.081545,0.017937,0.0,0.333333,0.0,0.021459,0.026906,0.0,0.333333,0.285714,0.038627,0.020927,0.0,0.333333,0.095238,0,0,0.0,0.0,0.018141,6.5e-05,50.521007,0.0,1,18.083154,69.899594,11.616358,0.0,7.05165,0.0,14.516352,27.036537,0.0,8.297768,18.083154,40.55129,16.840336,0.0,7.648151,6.027718,23.299865,51.991823,0.0,0.260213,72.666767,148.822434,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.614519,0.963032,29.773715,0.0,34.842132,15.320829,31.115136,-12.159817,-20.623716,-6.906103,-23.371707,-11.314824,-18.446708,-25.540216,-22.373844,-27.570169,-17.631504,-11.971869,-23.417102,-3.61184,-26.629845,-11.251966,3.0,35.0,62.0,0.0,28585.0,8911.0,6.0,4.0,0.0,0.0,0.0,0.285714,0.981157,22.944452,0.333333,0.027182,1.8e-05,14.0,4.666667
1,70,3.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.815036321979792,1.0,156.0,0.0,3.0,12.0,171.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018150363219797923,0.0,3.0,7.0,19.0,1.0,0.0,1.0,2.0,4.0,5.0,0.0,1.0,3.0,8.0,3630.0726439595846,0.0,1.0,2.333333,6.333333,2.666667,0.0,0.0,0.222222,2.888889,0.057692,0.0,1.0,7.212621479922814,0.111111,0.00641,0.0,0.333333,0.166667,0.023392,0.032051,0.0,0.333333,0.25,0.046784,0.019231,0.0,0.333333,0.194444,0,0,0.0,0.0,0.001543,9.9e-05,31.257497,0.0,1,59.939838,66.884097,2.90409,0.0,7.05165,15.919549,11.613082,14.835139,0.0,8.297768,27.124731,31.539892,10.419166,0.0,7.648151,19.979946,22.294699,28.52721,0.0,0.260213,25.68274,67.211284,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.979839,0.976461,26.47235,0.0,34.842132,36.765086,31.595782,-14.037356,-20.623716,-6.906103,-6.096757,-10.399076,-20.089888,-25.540216,-22.373844,-20.260018,-17.557293,-12.755468,-23.417102,-3.61184,-5.285844,-10.328654,3.0,68.0,0.0,0.0,15281.0,607.0,28.0,150.0,0.0,0.0,0.0,0.583333,0.911054,22.944452,1.0,0.037037,0.00011,9.0,3.0
1,70,2.0,0.0,2.0,0.0,2.0,0.666667,0.0,0.666667,1.8192869925230704,0.666667,133.0,0.0,4.0,4.0,141.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018192869925230705,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3638.5739850461414,0.0,0.666667,0.0,2.0,0.888889,0.0,0.222222,0.0,2.0,0.030075,0.0,0.5,7.40442895565603,0.042553,0.0,0.0,0.0,0.0,0.0,0.015038,0.0,0.25,0.0,0.021277,0.010025,0.0,0.166667,0.0,0,0,0.0,0.013889,0.0,0.000101,11.742235,0.0,1,0.0,17.608983,0.0,0.0,0.0,0.0,0.0,5.934056,0.0,7.595034,0.0,8.899171,3.914078,0.0,4.882228,0.0,5.869661,7.662645,0.0,11.967286,0.0,17.232435,0.0,0.0,0.0,0.0,0.0,0,0.0,0.780644,0.0,0.683042,14.57716,0.0,19.922646,0.0,16.088571,-20.460638,-20.623716,-15.615109,-25.417894,-19.454624,-24.292994,-25.540216,-24.934664,-29.238994,-23.555462,-21.384677,-23.417102,-15.36552,-28.211659,-20.68976,1.0,22.0,0.0,0.0,30644.0,6809.0,11.0,4.0,0.0,2.0,16.0,0.0,0.683095,14.646684,0.0,0.014184,5e-05,4.0,1.333333
2,70,3.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.8235376630663485,1.0,100.0,0.0,4.0,4.0,108.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018235376630663489,0.0,3.0,0.0,14.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,5.0,3647.0753261326977,0.0,1.0,0.0,4.666667,0.222222,0.0,0.0,0.0,0.222222,0.11,0.0,0.75,6.127818666969715,0.12963,0.03,0.0,0.25,0.0,0.037037,0.04,0.0,0.25,0.0,0.046296,0.036667,0.0,0.25,0.0,0,0,0.0,0.0,0.0,1.9e-05,37.002738,0.0,1,0.0,47.3711,11.616358,0.0,7.05165,0.0,14.516352,13.518268,0.0,8.297768,0.0,18.022795,12.334246,0.0,7.648151,0.0,15.790367,0.711518,0.0,0.260213,0.0,2.50847,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.99382,29.990952,0.0,31.2094,0.0,31.124395,-10.591648,-20.623716,-7.768598,-25.417894,-9.932748,-18.959846,-25.540216,-22.375342,-29.238994,-18.261868,-10.25972,-23.417102,-4.47486,-28.211659,-9.756734,2.0,27.0,4.0,0.0,51159.0,8871.0,2.0,4.0,0.0,0.0,0.0,0.0,0.989803,22.944452,0.0,0.04321,2.2e-05,11.0,3.666667
1,70,3.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.8277883336096268,1.0,271.0,0.0,7.0,12.0,290.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.001827788333609627,0.0,3.0,3.0,31.0,8.0,0.0,1.0,1.0,10.0,9.0,0.0,1.0,1.0,11.0,3655.576667219254,0.0,1.0,1.0,10.333333,0.222222,0.0,0.0,0.0,0.222222,0.092251,0.0,0.428571,5.628188199478564,0.106897,0.02952,0.0,0.142857,0.083333,0.034483,0.03321,0.0,0.142857,0.083333,0.037931,0.03075,0.0,0.142857,0.083333,0,0,0.0,0.0,0.0,3e-06,87.523745,0.0,1,25.449131,108.259296,23.232717,0.0,7.05165,7.959774,29.032705,40.554805,0.0,8.297768,9.041577,49.562687,29.174582,0.0,7.648151,8.483044,36.086432,64.796996,0.0,0.260213,0.195671,90.871133,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.99888,31.948456,0.0,23.773376,20.733321,32.616855,-10.710955,-20.623716,-9.445795,-11.064348,-10.214741,-16.771237,-25.540216,-22.37983,-22.661925,-16.160618,-10.765469,-23.417102,-6.153628,-7.770692,-10.321923,4.0,74.0,24.0,1.0,19286.0,47310.0,4.0,3.0,0.0,0.0,0.0,0.25,0.998295,22.944452,1.0,0.035632,3e-06,25.0,8.333333
1,70,3.0,2.0,2.0,0.0,3.0,1.0,0.666667,0.666667,1.8320390041529049,1.0,239.0,2.0,6.0,8.0,255.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018320390041529052,2.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,3664.0780083058103,0.666667,0.666667,0.0,3.333333,0.0,0.222222,0.222222,0.0,0.888889,0.025105,1.0,0.333333,5.59637779595022,0.039216,0.008368,0.0,0.0,0.0,0.007843,0.008368,0.5,0.166667,0.0,0.015686,0.008368,0.333333,0.111111,0.0,0,0,0.055556,0.006173,0.0,1.4e-05,20.754414,15.866075,1,0.0,32.490041,5.808179,0.0,0.0,0.0,9.011398,9.012179,8.0,7.595034,0.0,11.865561,6.918138,5.288692,4.882228,0.0,10.830014,2.195145,13.988119,11.967286,0.0,1.664306,1.0,0.0,0.0,0.0,1.0,0,0.77633,0.780644,0.0,0.946723,23.631875,21.145691,16.485089,0.0,26.298675,-15.625606,-14.274288,-16.425134,-25.417894,-13.96545,-20.840028,-24.889433,-24.937657,-29.238994,-19.570364,-14.662951,-14.024067,-16.176407,-28.211659,-13.472302,3.0,63.0,4462.0,1.0,43783.0,32181.0,1.0,5.0,0.0,1.0,5.2,0.0,1.0,14.646684,0.0,0.013072,0.0,6.0,2.0
0,70,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.333333,1.8362896746961832,1.0,525.0,0.0,13.0,6.0,544.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018362896746961833,0.0,3.0,0.0,118.0,15.0,0.0,0.0,0.0,15.0,85.0,0.0,3.0,0.0,88.0,3672.579349392367,0.0,1.0,0.0,39.333333,1088.888889,0.0,2.0,0.0,1184.222222,0.219048,0.0,0.230769,7.3713975486548975,0.216912,0.028571,0.0,0.0,0.0,0.027574,0.161905,0.0,0.230769,0.0,0.161765,0.073016,0.0,0.076923,0.0,0,0,0.0,0.011834,0.0,0.004002,471.084367,0.0,1,0.0,484.546412,43.561344,0.0,0.0,0.0,43.549057,383.017604,0.0,24.893305,0.0,396.5015,157.028122,0.0,8.297768,0.0,161.515471,25535.771569,0.0,137.705924,0.0,27609.366289,1.0,0.0,0.0,0.0,1.0,0,0.0,0.624976,0.0,0.828797,33.841755,0.0,12.468659,0.0,33.826756,-9.03322,-20.623716,-21.7452,-25.417894,-9.104889,-13.615564,-25.540216,-25.058638,-29.238994,-13.603559,-9.246712,-23.417102,-24.741323,-28.211659,-9.318656,2.0,40.0,14.0,2.0,5250.0,40731.0,12.0,35.0,0.0,3.0,19.9,0.0,0.831825,24.893305,0.0,0.072304,0.003951,115.0,38.333333
0,70,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.8405403452394613,0.333333,46.0,0.0,1.0,5.0,52.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018405403452394615,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3681.0806904789233,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.222222,0.222222,0.0,0.0,0.0,4.573525620288838,0.019231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.019231,0.0,0.0,0.0,0.066667,0,0,0.0,0.0,0.008889,8.2e-05,0.0,0.0,1,9.041577,4.505699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.041577,4.505699,0.0,0.0,0.0,3.013859,1.5019,0.0,0.0,0.0,18.166692,4.511405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.614519,0.730379,0.0,0.0,0.0,11.874347,9.722639,-24.238203,-20.623716,-24.119959,-24.193146,-24.698816,-25.405291,-25.540216,-26.126574,-28.24591,-26.028952,-25.760029,-23.417102,-26.60708,-26.986518,-27.06747,1.0,19.0,0.0,0.0,28356.0,2759.0,63.0,20.0,0.0,0.0,0.0,0.2,0.0,0.0,0.333333,0.00641,0.0,0.0,0.0
1,70,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.8447910157827396,1.0,94.0,0.0,2.0,4.0,100.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018447910157827398,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3689.5820315654796,0.0,0.0,0.0,1.333333,0.222222,0.0,0.0,0.0,0.222222,0.042553,0.0,0.0,8.391941784184528,0.04,0.010638,0.0,0.0,0.0,0.01,0.021277,0.0,0.0,0.0,0.02,0.014184,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.2e-05,13.344235,0.0,1,0.0,13.34175,2.90409,0.0,0.0,0.0,2.90327,5.934056,0.0,0.0,0.0,5.932781,4.448078,0.0,0.0,0.0,4.44725,1.531798,0.0,0.0,0.0,1.531364,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.94562,22.648907,0.0,0.0,0.0,22.543047,-15.750192,-20.623716,-24.119959,-25.417894,-15.935299,-21.918292,-25.540216,-26.126574,-29.238994,-21.928574,-13.250985,-23.417102,-26.60708,-28.211659,-13.436505,1.0,24.0,0.0,0.0,11141.0,1436.0,3.0,3.0,130.0,11.0,21.2533333333333,0.0,0.945618,0.0,0.0,0.013333,2.5e-05,4.0,1.333333
2,70,3.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.8490416863260177,1.0,292.0,0.0,9.0,3.0,304.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.001849041686326018,0.0,3.0,0.0,28.0,7.0,0.0,1.0,0.0,8.0,10.0,0.0,1.0,0.0,11.0,3698.083372652036,0.0,1.0,0.0,9.333333,1.555556,0.0,0.0,0.0,1.555556,0.085616,0.0,0.333333,6.88512530354988,0.092105,0.023973,0.0,0.111111,0.0,0.026316,0.034247,0.0,0.111111,0.0,0.036184,0.028539,0.0,0.111111,0.0,0,0,0.0,0.0,0.0,1.7e-05,89.125745,0.0,1,0.0,99.486365,20.328627,0.0,7.05165,0.0,23.226164,45.060895,0.0,8.297768,0.0,49.562687,29.708582,0.0,7.648151,0.0,33.162122,119.782042,0.0,0.260213,0.0,136.49766,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.991536,31.78489,0.0,20.514777,0.0,32.176113,-10.968412,-20.623716,-10.198638,-25.417894,-10.711803,-16.824468,-25.540216,-22.382818,-29.238994,-16.500542,-11.017435,-23.417102,-6.907519,-28.211659,-10.791714,1.0,18.0,0.0,10.0,622.0,1.0,6.0,3.0,4.0,5.0,102.1,0.0,0.989542,22.944452,0.0,0.030702,1.8e-05,25.0,8.333333
2,70,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.853292356869296,1.0,702.0,3.0,7.0,8.0,720.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018532923568692961,3.0,3.0,3.0,70.0,12.0,1.0,1.0,1.0,15.0,29.0,1.0,1.0,1.0,32.0,3706.5847137385927,1.0,1.0,1.0,23.333333,48.222222,0.0,0.0,0.0,48.222222,0.086895,1.0,0.428571,4.925817772491732,0.097222,0.017094,0.333333,0.142857,0.125,0.020833,0.041311,0.333333,0.142857,0.125,0.044444,0.028965,0.333333,0.142857,0.125,0,0,0.0,0.0,0.0,9.3e-05,224.866227,24.975826,1,25.449131,255.958399,34.849075,7.866074,7.05165,7.959774,43.549057,130.676594,9.109751,8.297768,9.041577,144.182363,74.955409,8.325275,7.648151,8.483044,85.319466,1652.397365,0.310691,0.260213,0.195671,1833.9203,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.965543,32.626019,27.409905,23.773376,26.477582,33.107782,-10.930413,-6.905752,-9.445795,-9.848716,-10.526315,-14.829077,-22.290194,-22.37983,-22.655955,-14.392428,-11.128839,-3.611823,-6.153628,-6.554333,-10.743612,3.0,40.0,102.0,17.0,6924.0,65535.0,1.0,1.0,0.0,0.0,0.0,0.375,0.956566,22.944452,1.0,0.032407,9.8e-05,61.0,20.333333
1,70,3.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.8575430274125742,1.0,178.0,0.0,5.0,4.0,187.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018575430274125743,0.0,3.0,0.0,19.0,5.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,7.0,3715.086054825149,0.0,1.0,0.0,6.333333,0.222222,0.0,0.0,0.0,0.222222,0.089888,0.0,0.6,6.845015176172283,0.101604,0.02809,0.0,0.2,0.0,0.032086,0.033708,0.0,0.2,0.0,0.037433,0.029963,0.0,0.2,0.0,0,0,0.0,0.0,0.0,6e-06,56.392124,0.0,1,0.0,66.757857,14.520448,0.0,7.05165,0.0,17.419623,27.036537,0.0,8.297768,0.0,31.539892,18.797375,0.0,7.648151,0.0,22.252619,33.958401,0.0,0.260213,0.0,43.150625,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.997097,30.993901,0.0,28.262661,0.0,31.669947,-10.956208,-20.623716,-8.437478,-25.417894,-10.513837,-17.958563,-25.540216,-22.376838,-29.238994,-17.466977,-10.849897,-23.417102,-5.144264,-28.211659,-10.479193,1.0,23.0,0.0,0.0,8547.0,757.0,2.0,9.0,0.0,2.0,3.2,0.0,0.99596,22.944452,0.0,0.033868,7e-06,16.0,5.333333
1,70,3.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.8617936979558523,1.0,165.0,0.0,7.0,4.0,176.0,10.377207,24.975826,22.944452,25.449131,10.37536,0.0018617936979558527,0.0,3.0,0.0,12.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,4.0,3723.5873959117052,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.054545,0.0,0.428571,7.462281150457689,0.068182,0.018182,0.0,0.142857,0.0,0.022727,0.018182,0.0,0.142857,0.0,0.022727,0.018182,0.0,0.142857,0.0,0,0,0.0,0.0,0.0,0.0,31.131621,0.0,1,0.0,41.501439,8.712269,0.0,7.05165,0.0,11.613082,13.518268,0.0,8.297768,0.0,18.022795,10.377207,0.0,7.648151,0.0,13.833813,4.939075,0.0,0.260213,0.0,8.784412,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,1.0,27.966162,0.0,23.773376,0.0,29.566275,-12.810787,-20.623716,-9.445795,-25.417894,-11.923717,-19.59459,-25.540216,-22.37983,-29.238994,-18.784026,-12.336663,-23.417102,-6.153628,-28.211659,-11.667522,1.0,18.0,0.0,0.0,622.0,1.0,4.0,4.0,0.0,2.0,2.2,0.0,1.0,22.944452,0.0,0.022727,0.0,9.0,3.0
